1041555, d93d1c, 11815c2, 120aa1d, 3e7e739, 368ba61, 3cf2a88, f5da6b, 1006b18, 7bb87, 11a8651, 20701a9, 3c35411, 219e785, 37e3521, 178408e, 31ee103, 11c4310, 1912840, 181f27, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
Cycle counts:          69524744, 69032430, 68851700, 69090170, 68844046, 68992618, 68850704, 68960789, 68949129, 68955520, 68892213, 69017024, 68927345, 68909842, 68966207, 69013629, 69005246, 68980645, 69010663, 68928667, 
Branch dir mis:        1220705, 1220622, 1220628, 1220625, 1220634, 1220618, 1220627, 1220632, 1220622, 1220625, 1220618, 1220637, 1220633, 1220632, 1220625, 1220640, 1220625, 1220626, 1220645, 1220633, 
Branch target mis:    593570, 596140, 596134, 596094, 596099, 596150, 596081, 596091, 596104, 596115, 596112, 596114, 596110, 596113, 596089, 596118, 596107, 596133, 596152, 596104, 
Result: 4052178ad550d28dbdd4078228f1a56e019564d871280b21f5110e554a9a981b
Expected result: 4052178ad550d28dbdd4078228f1a56e019564d871280b21f5110e554a9a981b
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
f48e5c, 80579d, 236dbe5, 1732856, 36d3bd2, 1eaa344, 84438e, 8e2bbf, 75d7e8, 300a, 9b3232, 27cac00, 238ab45, 19bca1a, 2f4be, 123d8cc, 3a0aa52, 3633b6a, 1f8ef58, 8fd2, 
Cycle counts:          69443823, 69060547, 69017318, 69065352, 69020445, 69027180, 69001825, 69083876, 69000565, 68937651, 68976680, 69037316, 69018941, 69043445, 68965200, 69043656, 68973794, 68992361, 68996295, 69003418, 
Branch dir mis:        1223718, 1223593, 1223609, 1223588, 1223593, 1223596, 1223588, 1223599, 1223606, 1223598, 1223605, 1223619, 1223597, 1223603, 1223588, 1223615, 1223622, 1223603, 1223599, 1223601, 
Branch target mis:    596178, 596034, 596016, 596098, 596141, 596025, 596109, 596136, 595995, 596065, 596078, 596129, 596031, 596108, 596096, 596078, 596050, 596143, 596115, 596117, 
Result: 601547679a21e82f3c42be375968d13f1d00cfcf522aa3be2369d3bef595575e
Expected result: 601547679a21e82f3c42be375968d13f1d00cfcf522aa3be2369d3bef595575e
19087bf, 35df93e, 280c515, 1734ac7, 1649e1d, 88aa91, 1808a0a, af8106, 11bef41, a108f, 33e4f80, 1e013c5, a83d65, 1a22a34, 6cf959, 6e0ed6, 3315ae1, 1e3df8a, 29a542c, 1027, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
1ef2d40, 258afa, 24748c0, 321881, 2cbbd47, d35217, 51774d, 1694a8e, cf9e99, 28f11, 2478d63, 220c3c2, 38ccaf8, 115c7aa, 118bb4e, 1a9c0a4, dcee18, 247d95a, 24f02b7, d7d2a, 
Cycle counts:          69501829, 69100345, 68920487, 69158255, 68912162, 69060460, 68919509, 69028892, 69017230, 69023622, 68960595, 69085231, 68995356, 68978214, 69034618, 69081280, 69073428, 69048989, 69078526, 68996669, 
Branch dir mis:        1219513, 1228621, 1228617, 1228621, 1228635, 1228623, 1228623, 1228632, 1228619, 1228611, 1228626, 1228623, 1228630, 1228617, 1228613, 1228616, 1228619, 1228618, 1228623, 1228624, 
Branch target mis:    595439, 598753, 598964, 598772, 598831, 598789, 598809, 598808, 598831, 598809, 598885, 598822, 598892, 598815, 598812, 598804, 598825, 598820, 598813, 598816, 
Result: fe0944211e9a886a801b583a46103d3f70d77efdef7bc324b1a396e4aad0353d
Expected result: fe0944211e9a886a801b583a46103d3f70d77efdef7bc324b1a396e4aad0353d
32a697c, 30226f0, bb8471, 36c7465, 559691, 31aeaaa, 1187719, 3ac21f0, 2a5392f, 3e78d, 172f748, 95b020, 7ade65, 1edda13, 3ebf9e0, 1ce6acd, 32fdda0, 27c8a7b, 8ff996, efb0c, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
3a56086, ea2590, 37f9ac5, 2046454, 2376d77, 322a906, 3116973, c430bd, 1f9e009, 50d46, 2f40f8d, 249ecf1, e53bca, 39744af, 14c7a70, 267a688, 3d25cf2, 335302a, 3d6b4e8, 364ca, 
Cycle counts:          69471960, 69078844, 69035538, 69083374, 69038457, 69045463, 69019845, 69102234, 69018798, 68956125, 68994812, 69055251, 69036497, 69061369, 68983154, 69061959, 68992253, 69010648, 69014656, 69021414, 
Branch dir mis:        1226462, 1223250, 1223255, 1223263, 1223259, 1223258, 1223262, 1223253, 1223255, 1223255, 1223264, 1223264, 1223250, 1223256, 1223258, 1223262, 1223254, 1223257, 1223245, 1223268, 
Branch target mis:    595969, 594564, 594554, 594400, 594556, 594581, 594577, 594568, 594531, 594589, 594582, 594581, 594557, 594542, 594547, 594540, 594586, 594594, 594392, 594571, 
Result: a84e9bfbf97849aa59ff51f689219671ddd587bf7a5a2d65b1f4fbd10f3c2775
Expected result: a84e9bfbf97849aa59ff51f689219671ddd587bf7a5a2d65b1f4fbd10f3c2775
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
380142e, 36721bd, 29f8a25, 888ae0, 25b9d85, 3c992ee, 134ba4e, 1f79a16, 13e4fc9, 103029, 9399, 2fc37d0, 1261cb3, 13acc74, 27cfb4a, 1af96ff, 35e6969, 276c1df, 20230d6, 861a7, 
